"Visit Date",Team,"Dist. Rep.","Business Name","Visit Notes",Orders,"Image 1","Image 2","Image 3","Image 4"
"05/21/26 19:22:18ET",Gallo,May,"Walmart #2348 (CHS)","See notes ",2,,,,
"05/21/26 19:22:52ET",Gallo,May,"Walmart #2348 (CHS)","Pic attached ",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a0f3f6c44753.jpg,,,
"05/21/26 20:40:24ET",Kelley,Holyoak,"Westin Resort (CHS)","Spoke with Mark. I sampled him JJ & DN. He really seemed to like the JJ and wants to put it on draft. He is going to see what he has left an inventory and give me a call hopefully within the next week when he’s ready to throw it on. I also showed him the active since they have ICL on draft. I thought it would be another good option to have in cans. I need to drop off a bunch of coasters for them since they carry about five of our product products.",0,,,,
"05/20/26 21:14:01ET",Kelley,Rohal,"Agave Side Bar -Bluffton (CHS)","Linda is interested in putting some of our other beers on. Yankee is still going strong. She says one of her top sellers. She is cutting ties with one of her distributors, which will free up about 4 lines. She says she has about two weeks left on what she’s trying to burn through from them. I told her I will check back with her and bring her lots of samples of our different options for her in 1 1/2 weeks from today! I also mentioned to her the coaster program as well.",0,,,,
"05/20/26 21:24:49ET",Kelley,Rohal,"Agave Side Bar -Bluffton (CHS)","Yankee going strong. Active went really well she says. Waiting for things to pick up and then they are interested in doing more different drafts from us.",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a0e0a811d7be.jpg,,,
"05/20/26 21:25:54ET",Kelley,Rohal,"Agave Side Bar -Bluffton (CHS)","Last log was wrong Account!!!that was meant to be Local Pie Old Town!",0,,,,
"05/20/26 21:34:46ET",Kelley,Rohal,"Capt Woodys-Bluff (CHS)","The manager that does ordering who I need to talk to was not in today. However, I was told the Hilton Head Captain Woody’s location is trying to finalize their menu in the next couple weeks. I need to try to get out there to possibly get a new menu placement.",0,,,,
"05/20/26 21:33:31ET",Hamilton,Mathias,"Harris Teeter #19 (CHS)","Well stocked ICL",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a0e0c89c8288.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a0e0c8a69ea8.jpg,,
"05/20/26 17:34:13ET",Hamilton,McDowell,"Harris Teeter #355 (CHS)","Still need more ICL 4/6 (2 packs in cooler and 1 in local section). SB Damn Yankee is full in the local section. First time seeing RB Dance Naked 12 oz cans here",1,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a0dd473a814c.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a0dd4743e06f.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a0dd474c845b.jpg,
"05/20/26 18:12:03ET",Hamilton,Savage,"Harris Teeter #363 (CHS)","Good stock of ICL 2/12, ICL 4/6, Island Active, and SB Damn Yankee.",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a0ddd508b802.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a0ddd512efe8.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a0ddd525c48c.jpg,
"05/20/26 20:06:28ET",Mayer,,"Hyatt House - MOUNT PLEASANT (CHS)","Met Marnie, the GM, very sweet lady. She’s going to use jj for their member manager nights.",0,,,,
"05/20/26 21:26:46ET",Kelley,Rohal,"Local Pie-Bluffton (CHS)","Yankee is still going strong. Active went extremely well they said. They are waiting for things to pick up Geer and then they are interested in putting on some different draft options from us.!",0,,,,
"05/20/26 20:28:54ET",Kelley,Rohal,"Nectar - Bluffton (CHS)","Just stopped in to chat with Connor. ",0,,,,
"05/20/26 17:50:14ET",Hamilton,Savage,"Publix #0483 (CHS)","3 packs if ICL 2/12.",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a0dd835806f5.jpg,,,
"05/20/26 18:25:47ET",Hamilton,Savage,"Publix #0824 (CHS)","Good stock. 3 packs of ICL 2/12",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a0de08a7d8c5.jpg,,,
"05/20/26 15:09:37ET",Hamilton,Dreher,"Publix #1081 (CHS)","Good stock of ICL 2/12",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a0db2915e5fb.jpg,,,
"05/20/26 19:02:07ET",Hamilton,Kuffel,"Spinx #0351 (CHS)","4 packs of ICL 2/12. 4 packs of Chill Strawberry Mango + singles",1,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a0de90dc2379.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a0de90e8e7de.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a0de90f328d0.jpg,
"05/20/26 18:39:26ET",Hamilton,Daley,"Spinx #0352 (CHS)","4 packs of ICL 2/6. Need more Strawberry mango chill (2 packs lefts)",1,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a0de3bcac551.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a0de3bd4105b.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a0de3bdc5ec8.jpg,
"05/20/26 16:13:29ET",Hamilton,Wagoner,"Spinx #0355 (CHS)","Great stock of both ICL and Chill",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a0dc18824ba9.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a0dc188ce72b.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a0dc189633ef.jpg,
"05/20/26 15:55:16ET",Hamilton,Wagoner,"Spinx #0356 (CHS)","2 packs of ICL 2/12. Good stock of chill, but could use more pineapple coconut",2,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a0dbd42c3fca.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a0dbd436723f.jpg,,
"05/20/26 17:11:27ET",Hamilton,Lance,"Spinx #0359 (CHS)","4 packs of ICL 2/12. 2 packs of Strawberry Mango Chill + singles",1,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a0dcf1d78939.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a0dcf1e0a7cf.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a0dcf1e935c4.jpg,
"05/20/26 16:36:56ET",Hamilton,Lance,"Spinx #0364 (CHS)","Need more Chill. Both SKU’s",2,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a0dc7079ce33.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a0dc70833854.jpg,,
"05/20/26 16:54:27ET",Hamilton,Lance,"Spinx #0378 (CHS)","4 packs of IcL 2/12. 6 packs of Chill Strawberry Mango + singles",1,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a0dcb217ae39.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a0dcb223218c.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a0dcb22c796a.jpg,
"05/20/26 19:53:34ET",Kelley,Rohal,"Tio's Latin American Kitchen (CHS)","Just met with Ben again. We’re shooting for June 17th to do a tap takeover. 5 lines. 4-7 pm. Beers are still TBD…",0,,,,
"05/19/26 21:48:28ET",Mayer,Jackson,"Agaves Cantina-Daniel Island (CHS)","Spoke to Fernando, JJ is moving well",0,,,,
"05/19/26 19:59:20ET",Mayer,Wannamaker,"Dig In Park Circle (CHS)","Spoke with new owners and TJ.  Jess is handling beer menu.  Reassured them that we are still good to continue the sponsorship but that we hadn’t received a request for payment yet.  Probably just need to write a check monthly.  They’ll honor the program if we honor the program, but I need to speak with Jess about it as well. First.",0,,,,
"05/19/26 21:32:50ET",Mayer,Berardelli,"Dinghy (CHS)","Need to get some tin tackers for them.  Still carrying JJ and Island",0,,,,
"05/19/26 21:11:58ET",Mayer,,"Hyatt House - MOUNT PLEASANT (CHS)","Dropped off handle spoke with manager.  Picked up JJ",1,,,,
"05/19/26 19:55:31ET",Mayer,Wannamaker,"Sesame - Park Circle (CHS)","Spoke with Bailey, still carrying Orangutang, Juice Juice, and will pick up Berry Stomp cans and 1/6.  Also picking up ICL.   Wild Bramble cans",2,,,,
"05/15/26 20:49:29ET",Mayer,,"Bay St Biergarten (CHS)","Spoke with Mike and Maddie June 12th 7:30 World Cup event spotlighting battery beer.  Bring RB gift card and givys",1,,,,
"05/15/26 20:39:49ET",Mayer,Mathias,"Bottles Beverage - Mt Pleasant (CHS)","Spoke with Lea over marketing wants to meet next week about pushing the brands harder",0,,,,
"05/15/26 19:49:11ET",Gallo,Mathias,"Harris Teeter #457 (CHS)","Solid stock all SKUs except damn Yankee. ",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a075c9721c31.jpg,,,
"05/15/26 19:50:16ET",Gallo,Menard,"Iggy's Pizza (CHS)","Tried to catch Katy for the whole line. Will stop back. ",0,,,,
"05/15/26 19:51:44ET",Gallo,Berardelli,"My Fathers Moustache - Mt P (CHS)","Cameron not in to discuss Coaster Program.  Need to get all 3 skus moving in here. ",0,,,,
"05/15/26 20:05:05ET",Gallo,Mathias,"Publix #1055 (CHS)","Solid stock of  ICL 2/12",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a07604d5faa6.jpg,,,
"05/15/26 15:02:20ET",Mayer,Menard,"Ryder Hotel - Meeting (CHS)","Spoke with Jamison, who gave me access to Amanda the beverage Director. Sent her an email.",0,,,,
"05/15/26 20:43:51ET",Mayer,,"Top Dawg Tavern (COLA)","Spoke with Rebecca, she’s going to get back to me with event dates",0,,,,
"05/15/26 20:41:41ET",Mayer,Holyoak,"Top Dawg Tavern - HHI (CHS)","Spoke with John and scheduled 2 tastings,  one on June 18th and 25th 5-7pm.",0,,,,
"05/15/26 20:42:56ET",Mayer,Coburn,"Top Dawg Tavern - Sville (CHS)","Spoke with Kyle, tasting scheduled for June 17th 4-6pm",0,,,,
"05/15/26 17:38:07ET",Mayer,Menard,"Top Golf (CHS)","Met with Shane, company gr bought out.  Major layoffs, looking to work with us in 2027 need to present in August.",0,,,,
"05/14/26 19:15:05ET",Gallo,Berardelli,"Art's (CHS)","Tried to catch Julia, back in tomorrow ",0,,,,
"05/14/26 20:11:15ET",Mayer,Livingston,"Beer Man (CHS)","Spoke with Vince, picking up orangutan and needs more dance, naked and juice juice",0,,,,
"05/14/26 19:13:39ET",Gallo,Mathias,"Bottles Beverage - Mt Pleasant (CHS)","Met with mgr Brendan. See notes below ",6,,,,
"05/14/26 21:08:57ET",Mayer,McDowell,"Bottles Beverage - Summerville (CHS)","Spoke with Bill, Keith wasn’t in today. currently carrying dance naked 16oz, JJ 12soz, BI, BS,  has both island active and ICL Friday June 19th 3-6pm. Follow up with jay for beer options.",0,,,,
"05/14/26 17:32:32ET",Gallo,Wannamaker,"CHS Golf (CHS)","Talked with Haley about bringing in a few items.  Berry stomp on draft when ready",1,,,,
"05/14/26 19:16:19ET",Gallo,Menard,"Coastal Crust - MP (CHS)","Bev mgr not in today but will reach out to Hannah for our draft selection ",0,,,,
"05/14/26 19:39:02ET",Gallo,Mathias,"Harris Teeter #457 (CHS)","Great stock, could use ICL 2/12 in warm",1,,,,
"05/14/26 20:51:44ET",Gallo,Kuffel,"Spinx #368 (CHS)","Both CHILL and ICL stocked. ",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a0619bf99747.jpg,,,
"05/14/26 19:44:46ET",Kelley,Rohal,"Tio's Latin American Kitchen (CHS)","Ben is the new GM. He’s a good friend of mine. Next week he’s gonna be bringing in some of our beers on draft. We will be doing a tap takeover as well in the next couple months..",0,,,,
"05/14/26 20:12:43ET",Gallo,Scruggs,"Total Wine & More #702-W Ashley (CHS)","Popped in to catch Philip to discuss CHILL. He was in a meeting. Will swing back through later or tomorrow ",0,,,,
"05/13/26 20:42:51ET",Toro,,"Corner Pantry #106 (COLA)","Research. No beer cave but good singles ",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a04c62a9864c.jpg,,,
"05/13/26 19:50:18ET",Toro,,"Corner Pantry #130 (COLA)","Research.  Good selection singles and beer cave ",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a04b9d738707.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a04b9d913e3e.jpg,,
"05/13/26 15:54:06ET",Toro,,"Corner Pantry #138 (COLA)","Research small beer cave and singles selection",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a04827ce03d4.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a04827dcb788.jpg,,
"05/13/26 16:04:04ET",Toro,,"Corner Pantry #159 (COLA)","Smaller cave and singles ",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a0484d32d488.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a0484d3ee06b.jpg,,
"05/13/26 19:59:05ET",Gallo,May,"Earth Fare #200 - Windermere (CHS)","OOS- beer mgr is going to review all our SKUs and get back to me next week. ",0,,,,
"05/13/26 17:21:56ET",Hamilton,Dreher,"Harris Teeter #131 (CHS)","OOS ICL 4/6. Good stock of ICL 2/12, SB Damn Yankee, and RB products",4,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a049711d6acc.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a049712826ea.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a0497132e9d8.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a049713cfeed.jpg
"05/13/26 19:28:22ET",Gallo,Scruggs,"Harris Teeter #277 (CHS)","Brought in Yankee for Local. DN and JJ next ",2,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a04b4b5bb2ce.jpg,,,
"05/13/26 20:44:36ET",Gallo,May,"Harris Teeter #28 (CHS)","See notes",1,,,,
"05/13/26 20:25:19ET",Gallo,Moore,"Harris Teeter #455 (CHS)","See notes ",3,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a04c20e66f75.jpg,,,
"05/13/26 17:40:31ET",Hamilton,Dreher,"Lowe's Foods #265 (CHS)","OOS ICL 2/12. Still no JJ, but waiting on order. Good stock of IcL 4/6. Good stock of Chill",1,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a049b682967b.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a049b6975cb8.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a049b6b5729d.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a049b6d62c8a.jpg
"05/13/26 19:28:01ET",Toro,Moyer,"Lowe's Foods #268 (COLA)","Quick chat with Lauren excited for tap takeover.   No extra cans at this time but possible in future ",0,,,,
"05/13/26 20:07:10ET",Toro,Evans,"Lowe's Foods #290 (COLA)","Talked to crystal sorra out and gone next week on vacation left info on brands ",0,,,,
"05/13/26 21:05:32ET",Toro,,"LOWES FOODS #272","Talked to Karissa Izzy now in charge.  Juice juice went fast left info on dance naked and damn yankee ",0,,,,
"05/13/26 18:44:00ET",Toro,,"Publix #0512 (COLA)","In stock spot check ",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a04aa4f55797.jpg,,,
"05/13/26 21:18:04ET",Toro,,"Publix #0597 (COLA)","Spot check in stock ",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a04ce6b68094.jpg,,,
"05/13/26 16:23:05ET",Toro,,"Publix #0829 (COLA)","In stock icl looking good ",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a04894940455.jpg,,,
"05/13/26 18:05:49ET",Toro,Vansickle,"Publix #0883 (COLA)",".5 cases no backstock",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a04a15c8b184.jpg,,,
"05/13/26 17:02:20ET",Hamilton,Dreher,"Publix #1081 (CHS)","Only 1 pack of ICl 2/12 left. Need more",1,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a04927baac7b.jpg,,,
"05/13/26 19:00:10ET",Toro,Moyer,"Publix #1383 (COLA)","Spot check in stock ",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a04ae15b7c69.jpg,,,
"05/13/26 17:36:01ET",Toro,Brady,"Publix #1511 (COLA)","Spot check in stock ",0,,,,
"05/13/26 19:50:52ET",Gallo,Scruggs,"Publix #1599 (CHS)",Checkup,0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a04b9fbb1296.jpg,,,
"05/13/26 19:56:21ET",Toro,Evans,"Publix #1637 (COLA)","Spot check good stock ",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a04bb44ea320.jpg,,,
"05/13/26 22:08:19ET",Gallo,May,"Publix #1645 (CHS)","OOOS - ICL 2/12- no backstock",1,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a04da32c359b.jpg,,,
"05/13/26 18:05:11ET",Hamilton,Dreher,"Publix #1646 (CHS)","Good stock of Damn Yankee. Need more IcL 2/12",1,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a04a1350e2d2.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a04a13624641.jpg,,
"05/13/26 19:40:42ET",Hamilton,Theos,"Publix #1775 (CHS)","3 packs of IcL 2/12. Good stock of SB Damn Yankee",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a04b798cfd5d.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a04b799d8387.jpg,,
"05/13/26 16:53:25ET",Toro,Archambault,"Publix #2001 (COLA)","1 case icl in stock ",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a0490649856e.jpg,,,
"05/13/26 18:20:52ET",Toro,,"Publix #656 (COLA)",".5 case no backstock ",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a04a4e3d3a7f.jpg,,,
"05/13/26 17:59:38ET",Hamilton,Rutledge,"Refuel #55 (CHS)","2 packs of Island Active. Ordering another case",1,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a049fe9dc851.jpg,,,
"05/13/26 20:32:02ET",Hamilton,Wagoner,"Spinx #0317 (CHS)","3 packs of ICL 2/12. Good stock of Chill. ",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a04c3a04fcc3.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a04c3a0eb778.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a04c3a1b30f7.jpg,
"05/13/26 17:49:24ET",Hamilton,Rutledge,"Spinx #0341 (CHS)","Great stock of ICL 2/12 and both chills",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a049d817f9db.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a049d822380f.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a049d82c181d.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a049d8389162.jpg
"05/13/26 18:42:29ET",Hamilton,Daley,"Spinx #0354 (CHS)","3 packs of IcL 2/12 and lots of Chill. ",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a04a9f407524.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a04a9f49f0fb.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a04a9f53644f.jpg,
"05/13/26 19:49:23ET",Hamilton,Wagoner,"Spinx #0358 (CHS)","2 packs of IcL 2/12. Good stock of Chill Strawberry Mango",1,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a04b9a1e0881.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a04b9a2784be.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a04b9a31371a.jpg,
"05/13/26 16:30:37ET",Toro,Chapski,"Spinx #267 (COLA)","Low on chill replaced gas tag ",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a048b0a5d387.jpg,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a048b0c06dd0.jpg,,
"05/13/26 16:45:08ET",Toro,,"Spinx #281 (COLA)","In stock and gas tag ",0,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a048e71374e8.jpg,,,
"05/13/26 18:05:13ET",Mayer,,"Steel City Pizza - Dorchester (CHS)","Spoke with Angel, GM, island is ready to go.  Dropped off handle also mentioned JJ and DN",1,,,,
"05/13/26 17:35:06ET",Mayer,Coburn,"Triangle - Avondale (CHS)","Spoke with Jen and all 3 products will be available for the event this weekend",0,,,,
"05/13/26 20:28:06ET",Hamilton,Taylor,"Walmart #1146 (CHS)","OOS ICL 2/12. Low on Stock IcL 4/6",2,https://bogmayer.bevtrack.net/assets/bogmayer/img/meetingImg/6a04c2b6084df.jpg,,,
